Category,Attribute,Value
Static Mode Settings,Measure method,Bottom of Quick Release
Static Mode Settings,Vertical height,6.562 usft
Static Mode Settings,Using Quick Release,Yes
Static Mode Settings,Tilt Compensation,Disabled
Static Mode Settings,Date,10/4/2023
Static Mode Settings,Time,6:24:22 AM
Static Mode Settings,Minimum measuring time,15
Static Mode Settings,Horizontal tolerance,0.082 usft
Static Mode Settings,Vertical tolerance,0.082 usft
Static Mode Settings,Measure method,Bottom of Quick Release
Static Mode Settings,Vertical height,6.562 usft
Static Mode Settings,Using Quick Release,Yes
Static Mode Settings,Tilt Compensation,Disabled
System Check,Date,10/4/2023
System Check,Time,6:24:49 AM
System Check,Point name,140
System Check,Measured N,1910090.664 usft
System Check,Measured E,6283624.176 usft
System Check,Measured Z,397.998 usft
System Check,Delta N,0.020 usft
System Check,Delta E,0.024 usft
System Check,Delta Elv,0.044 usft
System Check,Base name,BASE_6_28_23
System Check,Base latitude,"32°54'17.37049"" N"
System Check,Base longitude,"117°09'25.70941"" W"
System Check,Base height,296.304 usft
Tilt Compensation,Date,10/4/2023
Tilt Compensation,Time,6:24:56 AM
Tilt Compensation,Tilt Compensation,Enabled
Rover Setup,Date,10/5/2023
Rover Setup,Time,1:02:30 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/5/2023
Antenna Height,Time,1:02:30 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/6/2023
Rover Setup,Time,7:07:56 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/6/2023
Antenna Height,Time,7:07:56 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/6/2023
Rover Setup,Time,7:21:20 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/6/2023
Antenna Height,Time,7:21:20 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/9/2023
Rover Setup,Time,9:59:04 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/9/2023
Antenna Height,Time,9:59:04 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/10/2023
Rover Setup,Time,1:11:59 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/10/2023
Antenna Height,Time,1:11:59 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/11/2023
Rover Setup,Time,7:35:44 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/11/2023
Antenna Height,Time,7:35:44 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/11/2023
Rover Setup,Time,12:40:03 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/11/2023
Antenna Height,Time,12:40:03 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/12/2023
Rover Setup,Time,8:59:04 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/12/2023
Antenna Height,Time,8:59:04 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/12/2023
Rover Setup,Time,12:13:40 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/12/2023
Antenna Height,Time,12:13:40 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/13/2023
Rover Setup,Time,8:14:35 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/13/2023
Antenna Height,Time,8:14:35 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/13/2023
Rover Setup,Time,12:35:17 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/13/2023
Antenna Height,Time,12:35:17 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/16/2023
Rover Setup,Time,12:06:52 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/16/2023
Antenna Height,Time,12:06:52 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/18/2023
Rover Setup,Time,8:02:48 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/18/2023
Antenna Height,Time,8:02:48 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
DC File Information,Date,10/18/2023
DC File Information,Time,8:18:30 AM
DC File Information,Projection,
DC File Information,Type,Transverse Mercator
DC File Information,Origin lat,"32°54'17.50395"" N"
DC File Information,Origin long,"117°09'23.31123"" W"
DC File Information,Origin height,---
DC File Information,Origin north,1910216.493 usft
DC File Information,Origin east,6283457.369 usft
DC File Information,Origin elev,---
DC File Information,Scale factor,1.000013656
DC File Information,Orient1,---
DC File Information,Orient2,---
DC File Information,Datum,
DC File Information,Transformation type,Molodensky
DC File Information,Earth radius,20925604.47
DC File Information,Flattening,298.2572229
DC File Information,Rotation x,"0°00'00"""
DC File Information,Rotation y,"0°00'00"""
DC File Information,Rotation z,"0°00'00"""
DC File Information,Transformation x,0.000 usft
DC File Information,Transformation y,0.000 usft
DC File Information,Transformation z,0.000 usft
DC File Information,Scale factor,0
DC File Information,Horizontal adjustment,
DC File Information,Origin north,1910513.097 usft
DC File Information,Origin east,6283450.615 usft
DC File Information,Transformation north,0.050 usft
DC File Information,Transformation east,2.564 usft
DC File Information,Rotation about origin,"0°29'52.4538650415"""
DC File Information,Scale factor,0.999989249
DC File Information,Vertical adjustment,
DC File Information,Type,Inclined Plane
DC File Information,Origin north,1910216.499 usft
DC File Information,Origin east,6283457.356 usft
DC File Information,Const adjustment,115.261 usft
DC File Information,Slope north (ppm),-13.043
DC File Information,Slope east (ppm),-54.171
DC File Information,Geoid,---
Rover Setup,Date,10/23/2023
Rover Setup,Time,7:39:28 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/23/2023
Antenna Height,Time,7:39:28 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/23/2023
Rover Setup,Time,9:01:47 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/23/2023
Antenna Height,Time,9:01:47 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/23/2023
Rover Setup,Time,12:36:48 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/23/2023
Antenna Height,Time,12:36:48 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/23/2023
Rover Setup,Time,1:44:42 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/23/2023
Antenna Height,Time,1:44:42 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,10/25/2023
Rover Setup,Time,1:17:55 PM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,10/25/2023
Antenna Height,Time,1:17:55 PM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
eBubble Calibration,Date,11/1/2023
eBubble Calibration,Time,7:10:39 AM
eBubble Calibration,Status,Successful
Rover Setup,Date,11/1/2023
Rover Setup,Time,7:10:44 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,11/1/2023
Antenna Height,Time,7:10:44 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Tilt Compensation,Date,11/1/2023
Tilt Compensation,Time,7:11:01 AM
Tilt Compensation,Tilt Compensation,Disabled
Static Mode Settings,Date,11/1/2023
Static Mode Settings,Time,7:12:19 AM
Static Mode Settings,Minimum measuring time,15
Static Mode Settings,Horizontal tolerance,0.082 usft
Static Mode Settings,Vertical tolerance,0.082 usft
Static Mode Settings,Measure method,Bottom of Quick Release
Static Mode Settings,Vertical height,6.562 usft
Static Mode Settings,Using Quick Release,Yes
Static Mode Settings,Tilt Compensation,Disabled
Static Mode Settings,Date,11/1/2023
Static Mode Settings,Time,7:12:19 AM
Static Mode Settings,Minimum measuring time,15
Static Mode Settings,Horizontal tolerance,0.082 usft
Static Mode Settings,Vertical tolerance,0.082 usft
Static Mode Settings,Measure method,Bottom of Quick Release
Static Mode Settings,Vertical height,6.562 usft
Static Mode Settings,Using Quick Release,Yes
Static Mode Settings,Tilt Compensation,Disabled
System Check,Date,11/1/2023
System Check,Time,7:12:41 AM
System Check,Point name,140
System Check,Measured N,1910090.655 usft
System Check,Measured E,6283624.186 usft
System Check,Measured Z,398.012 usft
System Check,Delta N,0.011 usft
System Check,Delta E,0.034 usft
System Check,Delta Elv,0.030 usft
System Check,Base name,BASE_6_28_23
System Check,Base latitude,"32°54'17.37049"" N"
System Check,Base longitude,"117°09'25.70941"" W"
System Check,Base height,296.304 usft
Tilt Compensation,Date,11/1/2023
Tilt Compensation,Time,7:12:53 AM
Tilt Compensation,Tilt Compensation,Enabled
Rover Setup,Date,11/1/2023
Rover Setup,Time,11:35:32 AM
Rover Setup,Base name,BASE_6_28_23
Rover Setup,Receiver type,Trimble R780 SN: 6244F01220
Rover Setup,Corrections received via,Radio in Receiver
Rover Setup,Radio network,20
Rover Setup,Antenna height,6.562 usft
Rover Setup,Base latitude,"32°54'17.37049"" N"
Rover Setup,Base longitude,"117°09'25.70941"" W"
Rover Setup,Base height,296.304 usft
Rover Setup,Tilt Compensation,Enabled
Antenna Height,Date,11/1/2023
Antenna Height,Time,11:35:32 AM
Antenna Height,Measure mode,Standing
Antenna Height,Antenna height,6.562 usft
Antenna Height,Using Quick Release,Yes
Rover Setup,Date,11/3/2023
Rover Setup,Time,7:02:13 AM
Rover Setup,Base name,BASE_6_28_23
